country,category,date,index,base_period,source
DEU,all_items,2014-01-01,98.7963,2015,OECD coicop1999
DEU,all_items,2014-02-01,99.26276,2015,OECD coicop1999
DEU,all_items,2014-03-01,99.54263,2015,OECD coicop1999
DEU,all_items,2014-04-01,99.35605,2015,OECD coicop1999
DEU,all_items,2014-05-01,99.26276,2015,OECD coicop1999
DEU,all_items,2014-06-01,99.54263,2015,OECD coicop1999
DEU,all_items,2014-07-01,99.82251,2015,OECD coicop1999
DEU,all_items,2014-08-01,99.82251,2015,OECD coicop1999
DEU,all_items,2014-09-01,99.82251,2015,OECD coicop1999
DEU,all_items,2014-10-01,99.54263,2015,OECD coicop1999
DEU,all_items,2014-11-01,99.54263,2015,OECD coicop1999
DEU,all_items,2014-12-01,99.54263,2015,OECD coicop1999
DEU,all_items,2015-01-01,98.51642,2015,OECD coicop1999
DEU,all_items,2015-02-01,99.21654,2015,OECD coicop1999
DEU,all_items,2015-03-01,99.71662,2015,OECD coicop1999
DEU,all_items,2015-04-01,100.2167,2015,OECD coicop1999
DEU,all_items,2015-05-01,100.4167,2015,OECD coicop1999
DEU,all_items,2015-06-01,100.4167,2015,OECD coicop1999
DEU,all_items,2015-07-01,100.6168,2015,OECD coicop1999
DEU,all_items,2015-08-01,100.6168,2015,OECD coicop1999
DEU,all_items,2015-09-01,100.4167,2015,OECD coicop1999
DEU,all_items,2015-10-01,100.4167,2015,OECD coicop1999
DEU,all_items,2015-11-01,99.71662,2015,OECD coicop1999
DEU,all_items,2015-12-01,99.71662,2015,OECD coicop1999
DEU,all_items,2016-01-01,99.0165,2015,OECD coicop1999
DEU,all_items,2016-02-01,99.31655,2015,OECD coicop1999
DEU,all_items,2016-03-01,100.0167,2015,OECD coicop1999
DEU,all_items,2016-04-01,100.1167,2015,OECD coicop1999
DEU,all_items,2016-05-01,100.6168,2015,OECD coicop1999
DEU,all_items,2016-06-01,100.7168,2015,OECD coicop1999
DEU,all_items,2016-07-01,101.1169,2015,OECD coicop1999
DEU,all_items,2016-08-01,101.0168,2015,OECD coicop1999
DEU,all_items,2016-09-01,101.0168,2015,OECD coicop1999
DEU,all_items,2016-10-01,101.2169,2015,OECD coicop1999
DEU,all_items,2016-11-01,100.5168,2015,OECD coicop1999
DEU,all_items,2016-12-01,101.2169,2015,OECD coicop1999
DEU,all_items,2017-01-01,100.6168,2015,OECD coicop1999
DEU,all_items,2017-02-01,101.2169,2015,OECD coicop1999
DEU,all_items,2017-03-01,101.4169,2015,OECD coicop1999
DEU,all_items,2017-04-01,101.817,2015,OECD coicop1999
DEU,all_items,2017-05-01,101.817,2015,OECD coicop1999
DEU,all_items,2017-06-01,102.117,2015,OECD coicop1999
DEU,all_items,2017-07-01,102.5171,2015,OECD coicop1999
DEU,all_items,2017-08-01,102.6171,2015,OECD coicop1999
DEU,all_items,2017-09-01,102.7171,2015,OECD coicop1999
DEU,all_items,2017-10-01,102.5171,2015,OECD coicop1999
DEU,all_items,2017-11-01,102.117,2015,OECD coicop1999
DEU,all_items,2017-12-01,102.6171,2015,OECD coicop1999
DEU,all_items,2018-01-01,102.017,2015,OECD coicop1999
DEU,all_items,2018-02-01,102.3171,2015,OECD coicop1999
DEU,all_items,2018-03-01,102.9172,2015,OECD coicop1999
DEU,all_items,2018-04-01,103.1172,2015,OECD coicop1999
DEU,all_items,2018-05-01,103.9173,2015,OECD coicop1999
DEU,all_items,2018-06-01,104.0173,2015,OECD coicop1999
DEU,all_items,2018-07-01,104.4174,2015,OECD coicop1999
DEU,all_items,2018-08-01,104.5174,2015,OECD coicop1999
DEU,all_items,2018-09-01,104.7175,2015,OECD coicop1999
DEU,all_items,2018-10-01,104.9175,2015,OECD coicop1999
DEU,all_items,2018-11-01,104.2174,2015,OECD coicop1999
DEU,all_items,2018-12-01,104.2174,2015,OECD coicop1999
DEU,all_items,2019-01-01,103.4172,2015,OECD coicop1999
DEU,all_items,2019-02-01,103.8173,2015,OECD coicop1999
DEU,all_items,2019-03-01,104.2174,2015,OECD coicop1999
DEU,all_items,2019-04-01,105.2175,2015,OECD coicop1999
DEU,all_items,2019-05-01,105.4176,2015,OECD coicop1999
DEU,all_items,2019-06-01,105.7176,2015,OECD coicop1999
DEU,all_items,2019-07-01,106.2177,2015,OECD coicop1999
DEU,all_items,2019-08-01,106.0177,2015,OECD coicop1999
DEU,all_items,2019-09-01,106.0177,2015,OECD coicop1999
DEU,all_items,2019-10-01,106.1177,2015,OECD coicop1999
DEU,all_items,2019-11-01,105.3176,2015,OECD coicop1999
DEU,all_items,2019-12-01,105.8176,2015,OECD coicop1999
DEU,all_items,2020-01-01,105.2175,2015,OECD coicop1999
DEU,all_items,2020-02-01,105.5338,2015,OECD coicop1999
DEU,all_items,2020-03-01,105.7447,2015,OECD coicop1999
DEU,all_items,2020-04-01,105.8501,2015,OECD coicop1999
DEU,all_items,2020-05-01,105.8501,2015,OECD coicop1999
DEU,all_items,2020-06-01,105.9555,2015,OECD coicop1999
DEU,all_items,2020-07-01,105.1121,2015,OECD coicop1999
DEU,all_items,2020-08-01,105.1121,2015,OECD coicop1999
DEU,all_items,2020-09-01,105.1121,2015,OECD coicop1999
DEU,all_items,2020-10-01,105.323,2015,OECD coicop1999
DEU,all_items,2020-11-01,105.1121,2015,OECD coicop1999
DEU,all_items,2020-12-01,105.2175,2015,OECD coicop1999
DEU,all_items,2021-01-01,106.4827,2015,OECD coicop1999
DEU,all_items,2021-02-01,107.1152,2015,OECD coicop1999
DEU,all_items,2021-03-01,107.6424,2015,OECD coicop1999
DEU,all_items,2021-04-01,107.9587,2015,OECD coicop1999
DEU,all_items,2021-05-01,108.1695,2015,OECD coicop1999
DEU,all_items,2021-06-01,108.4858,2015,OECD coicop1999
DEU,all_items,2021-07-01,109.013,2015,OECD coicop1999
DEU,all_items,2021-08-01,109.1184,2015,OECD coicop1999
DEU,all_items,2021-09-01,109.4347,2015,OECD coicop1999
DEU,all_items,2021-10-01,109.9618,2015,OECD coicop1999
DEU,all_items,2021-11-01,110.1727,2015,OECD coicop1999
DEU,all_items,2021-12-01,110.3835,2015,OECD coicop1999
DEU,all_items,2022-01-01,110.9107,2015,OECD coicop1999
DEU,all_items,2022-02-01,111.7541,2015,OECD coicop1999
DEU,all_items,2022-03-01,113.9681,2015,OECD coicop1999
DEU,all_items,2022-04-01,114.7061,2015,OECD coicop1999
DEU,all_items,2022-05-01,115.7604,2015,OECD coicop1999
DEU,all_items,2022-06-01,115.7604,2015,OECD coicop1999
DEU,all_items,2022-07-01,116.2875,2015,OECD coicop1999
DEU,all_items,2022-08-01,116.7092,2015,OECD coicop1999
DEU,all_items,2022-09-01,118.8178,2015,OECD coicop1999
DEU,all_items,2022-10-01,119.6612,2015,OECD coicop1999
DEU,all_items,2022-11-01,119.8721,2015,OECD coicop1999
DEU,all_items,2022-12-01,119.3449,2015,OECD coicop1999
DEU,all_items,2023-01-01,120.5047,2015,OECD coicop1999
DEU,all_items,2023-02-01,121.4535,2015,OECD coicop1999
DEU,all_items,2023-03-01,122.4024,2015,OECD coicop1999
DEU,all_items,2023-04-01,122.9295,2015,OECD coicop1999
DEU,all_items,2023-05-01,122.8241,2015,OECD coicop1999
DEU,all_items,2023-06-01,123.1404,2015,OECD coicop1999
DEU,all_items,2023-07-01,123.4566,2015,OECD coicop1999
DEU,all_items,2023-08-01,123.8784,2015,OECD coicop1999
DEU,all_items,2023-09-01,124.1946,2015,OECD coicop1999
DEU,all_items,2023-10-01,124.1946,2015,OECD coicop1999
DEU,all_items,2023-11-01,123.6675,2015,OECD coicop1999
DEU,all_items,2023-12-01,123.7729,2015,OECD coicop1999
DEU,all_items,2024-01-01,123.9838,2015,OECD coicop1999
DEU,all_items,2024-02-01,124.5109,2015,OECD coicop1999
DEU,all_items,2024-03-01,125.0381,2015,OECD coicop1999
DEU,all_items,2024-04-01,125.6706,2015,OECD coicop1999
DEU,all_items,2024-05-01,125.7761,2015,OECD coicop1999
DEU,all_items,2024-06-01,125.8815,2015,OECD coicop1999
DEU,all_items,2024-07-01,126.3032,2015,OECD coicop1999
DEU,all_items,2024-08-01,126.1978,2015,OECD coicop1999
DEU,all_items,2024-09-01,126.1978,2015,OECD coicop1999
DEU,all_items,2024-10-01,126.7249,2015,OECD coicop1999
DEU,all_items,2024-11-01,126.4086,2015,OECD coicop1999
DEU,all_items,2024-12-01,127.0412,2015,OECD coicop1999
DEU,all_items,2025-01-01,126.8304,2015,OECD coicop1999
DEU,all_items,2025-02-01,127.3575,2015,OECD coicop1999
DEU,all_items,2025-03-01,127.7792,2015,OECD coicop1999
DEU,all_items,2025-04-01,128.3064,2015,OECD coicop1999
DEU,all_items,2025-05-01,128.4118,2015,OECD coicop1999
DEU,all_items,2025-06-01,128.4118,2015,OECD coicop1999
DEU,all_items,2025-07-01,128.8335,2015,OECD coicop1999
DEU,all_items,2025-08-01,128.9389,2015,OECD coicop1999
DEU,all_items,2025-09-01,129.2552,2015,OECD coicop1999
DEU,all_items,2025-10-01,129.6769,2015,OECD coicop1999
DEU,all_items,2025-11-01,129.3606,2015,OECD coicop1999
DEU,all_items,2025-12-01,129.3606,2015,OECD coicop1999
DEU,all_items,2026-01-01,129.4661,2015,OECD coicop1999
DEU,all_items,2026-02-01,129.7823,2015,OECD coicop1999
DEU,all_items,2026-03-01,131.2583,2015,OECD coicop1999
DEU,all_items,2026-04-01,131.9964,2015,OECD coicop1999
DEU,all_items,2026-05-01,131.7855,2015,OECD coicop1999
DEU,all_items,2026-06-01,131.3638,2015,OECD coicop1999
DEU,all_items,2026-07-01,132.4181,2015,OECD coicop1999
DEU,all_items,2026-08-01,132.6289,2015,OECD coicop1999
DEU,energy,2014-01-01,106.8327,2015,OECD coicop1999
DEU,energy,2014-02-01,107.0104,2015,OECD coicop1999
DEU,energy,2014-03-01,106.566,2015,OECD coicop1999
DEU,energy,2014-04-01,106.7438,2015,OECD coicop1999
DEU,energy,2014-05-01,106.6549,2015,OECD coicop1999
DEU,energy,2014-06-01,106.7438,2015,OECD coicop1999
DEU,energy,2014-07-01,106.566,2015,OECD coicop1999
DEU,energy,2014-08-01,106.6549,2015,OECD coicop1999
DEU,energy,2014-09-01,106.6549,2015,OECD coicop1999
DEU,energy,2014-10-01,105.5883,2015,OECD coicop1999
DEU,energy,2014-11-01,105.2328,2015,OECD coicop1999
DEU,energy,2014-12-01,102.7442,2015,OECD coicop1999
DEU,energy,2015-01-01,100.7,2015,OECD coicop1999
DEU,energy,2015-02-01,101.7,2015,OECD coicop1999
DEU,energy,2015-03-01,101.7,2015,OECD coicop1999
DEU,energy,2015-04-01,101.3,2015,OECD coicop1999
DEU,energy,2015-05-01,101.5,2015,OECD coicop1999
DEU,energy,2015-06-01,101.0,2015,OECD coicop1999
DEU,energy,2015-07-01,100.1,2015,OECD coicop1999
DEU,energy,2015-08-01,99.3,2015,OECD coicop1999
DEU,energy,2015-09-01,99.0,2015,OECD coicop1999
DEU,energy,2015-10-01,98.5,2015,OECD coicop1999
DEU,energy,2015-11-01,98.4,2015,OECD coicop1999
DEU,energy,2015-12-01,96.8,2015,OECD coicop1999
DEU,energy,2016-01-01,95.4,2015,OECD coicop1999
DEU,energy,2016-02-01,95.1,2015,OECD coicop1999
DEU,energy,2016-03-01,95.7,2015,OECD coicop1999
DEU,energy,2016-04-01,95.5,2015,OECD coicop1999
DEU,energy,2016-05-01,96.0,2015,OECD coicop1999
DEU,energy,2016-06-01,96.3,2015,OECD coicop1999
DEU,energy,2016-07-01,95.6,2015,OECD coicop1999
DEU,energy,2016-08-01,95.2,2015,OECD coicop1999
DEU,energy,2016-09-01,95.3,2015,OECD coicop1999
DEU,energy,2016-10-01,96.1,2015,OECD coicop1999
DEU,energy,2016-11-01,95.5,2015,OECD coicop1999
DEU,energy,2016-12-01,96.5,2015,OECD coicop1999
DEU,energy,2017-01-01,96.6,2015,OECD coicop1999
DEU,energy,2017-02-01,96.9,2015,OECD coicop1999
DEU,energy,2017-03-01,96.6,2015,OECD coicop1999
DEU,energy,2017-04-01,96.8,2015,OECD coicop1999
DEU,energy,2017-05-01,96.2,2015,OECD coicop1999
DEU,energy,2017-06-01,95.8,2015,OECD coicop1999
DEU,energy,2017-07-01,95.8,2015,OECD coicop1999
DEU,energy,2017-08-01,95.9,2015,OECD coicop1999
DEU,energy,2017-09-01,96.5,2015,OECD coicop1999
DEU,energy,2017-10-01,96.8,2015,OECD coicop1999
DEU,energy,2017-11-01,97.3,2015,OECD coicop1999
DEU,energy,2017-12-01,97.5,2015,OECD coicop1999
DEU,energy,2018-01-01,98.0,2015,OECD coicop1999
DEU,energy,2018-02-01,97.4,2015,OECD coicop1999
DEU,energy,2018-03-01,97.4,2015,OECD coicop1999
DEU,energy,2018-04-01,98.2,2015,OECD coicop1999
DEU,energy,2018-05-01,99.0,2015,OECD coicop1999
DEU,energy,2018-06-01,98.9,2015,OECD coicop1999
DEU,energy,2018-07-01,98.9,2015,OECD coicop1999
DEU,energy,2018-08-01,99.4,2015,OECD coicop1999
DEU,energy,2018-09-01,100.7,2015,OECD coicop1999
DEU,energy,2018-10-01,101.7,2015,OECD coicop1999
DEU,energy,2018-11-01,102.7,2015,OECD coicop1999
DEU,energy,2018-12-01,100.4,2015,OECD coicop1999
DEU,energy,2019-01-01,101.2,2015,OECD coicop1999
DEU,energy,2019-02-01,101.6,2015,OECD coicop1999
DEU,energy,2019-03-01,101.9,2015,OECD coicop1999
DEU,energy,2019-04-01,102.4,2015,OECD coicop1999
DEU,energy,2019-05-01,102.8,2015,OECD coicop1999
DEU,energy,2019-06-01,102.0,2015,OECD coicop1999
DEU,energy,2019-07-01,102.4,2015,OECD coicop1999
DEU,energy,2019-08-01,102.2,2015,OECD coicop1999
DEU,energy,2019-09-01,102.7,2015,OECD coicop1999
DEU,energy,2019-10-01,102.7,2015,OECD coicop1999
DEU,energy,2019-11-01,102.7,2015,OECD coicop1999
DEU,energy,2019-12-01,102.8,2015,OECD coicop1999
DEU,energy,2020-01-01,103.7,2015,OECD coicop1999
DEU,energy,2020-02-01,103.8017,2015,OECD coicop1999
DEU,energy,2020-03-01,103.395,2015,OECD coicop1999
DEU,energy,2020-04-01,103.1917,2015,OECD coicop1999
DEU,energy,2020-05-01,102.785,2015,OECD coicop1999
DEU,energy,2020-06-01,102.48,2015,OECD coicop1999
DEU,energy,2020-07-01,100.65,2015,OECD coicop1999
DEU,energy,2020-08-01,100.4467,2015,OECD coicop1999
DEU,energy,2020-09-01,99.93833,2015,OECD coicop1999
DEU,energy,2020-10-01,99.83667,2015,OECD coicop1999
DEU,energy,2020-11-01,99.63333,2015,OECD coicop1999
DEU,energy,2020-12-01,100.1417,2015,OECD coicop1999
DEU,energy,2021-01-01,102.3783,2015,OECD coicop1999
DEU,energy,2021-02-01,102.6833,2015,OECD coicop1999
DEU,energy,2021-03-01,102.9883,2015,OECD coicop1999
DEU,energy,2021-04-01,102.785,2015,OECD coicop1999
DEU,energy,2021-05-01,102.9883,2015,OECD coicop1999
DEU,energy,2021-06-01,103.2933,2015,OECD coicop1999
DEU,energy,2021-07-01,103.5983,2015,OECD coicop1999
DEU,energy,2021-08-01,103.8017,2015,OECD coicop1999
DEU,energy,2021-09-01,104.4117,2015,OECD coicop1999
DEU,energy,2021-10-01,106.445,2015,OECD coicop1999
DEU,energy,2021-11-01,107.665,2015,OECD coicop1999
DEU,energy,2021-12-01,108.1733,2015,OECD coicop1999
DEU,energy,2022-01-01,117.0183,2015,OECD coicop1999
DEU,energy,2022-02-01,120.5767,2015,OECD coicop1999
DEU,energy,2022-03-01,131.0483,2015,OECD coicop1999
DEU,energy,2022-04-01,131.8617,2015,OECD coicop1999
DEU,energy,2022-05-01,135.3183,2015,OECD coicop1999
DEU,energy,2022-06-01,138.5717,2015,OECD coicop1999
DEU,energy,2022-07-01,138.165,2015,OECD coicop1999
DEU,energy,2022-08-01,142.2317,2015,OECD coicop1999
DEU,energy,2022-09-01,148.9417,2015,OECD coicop1999
DEU,energy,2022-10-01,156.5667,2015,OECD coicop1999
DEU,energy,2022-11-01,158.295,2015,OECD coicop1999
DEU,energy,2022-12-01,141.3167,2015,OECD coicop1999
DEU,energy,2023-01-01,159.7183,2015,OECD coicop1999
DEU,energy,2023-02-01,159.4133,2015,OECD coicop1999
DEU,energy,2023-03-01,159.7183,2015,OECD coicop1999
DEU,energy,2023-04-01,159.7183,2015,OECD coicop1999
DEU,energy,2023-05-01,158.8033,2015,OECD coicop1999
DEU,energy,2023-06-01,157.99,2015,OECD coicop1999
DEU,energy,2023-07-01,157.4817,2015,OECD coicop1999
DEU,energy,2023-08-01,158.4983,2015,OECD coicop1999
DEU,energy,2023-09-01,158.295,2015,OECD coicop1999
DEU,energy,2023-10-01,156.6683,2015,OECD coicop1999
DEU,energy,2023-11-01,154.025,2015,OECD coicop1999
DEU,energy,2023-12-01,152.195,2015,OECD coicop1999
DEU,energy,2024-01-01,154.33,2015,OECD coicop1999
DEU,energy,2024-02-01,153.72,2015,OECD coicop1999
DEU,energy,2024-03-01,152.2967,2015,OECD coicop1999
DEU,energy,2024-04-01,154.635,2015,OECD coicop1999
DEU,energy,2024-05-01,153.6183,2015,OECD coicop1999
DEU,energy,2024-06-01,153.3133,2015,OECD coicop1999
DEU,energy,2024-07-01,153.3133,2015,OECD coicop1999
DEU,energy,2024-08-01,152.5,2015,OECD coicop1999
DEU,energy,2024-09-01,151.89,2015,OECD coicop1999
DEU,energy,2024-10-01,151.6867,2015,OECD coicop1999
DEU,energy,2024-11-01,151.28,2015,OECD coicop1999
DEU,energy,2024-12-01,151.3817,2015,OECD coicop1999
DEU,energy,2025-01-01,150.4667,2015,OECD coicop1999
DEU,energy,2025-02-01,150.2633,2015,OECD coicop1999
DEU,energy,2025-03-01,149.8567,2015,OECD coicop1999
DEU,energy,2025-04-01,149.3483,2015,OECD coicop1999
DEU,energy,2025-05-01,148.9417,2015,OECD coicop1999
DEU,energy,2025-06-01,149.0433,2015,OECD coicop1999
DEU,energy,2025-07-01,149.3483,2015,OECD coicop1999
DEU,energy,2025-08-01,149.0433,2015,OECD coicop1999
DEU,energy,2025-09-01,149.0433,2015,OECD coicop1999
DEU,energy,2025-10-01,149.0433,2015,OECD coicop1999
DEU,energy,2025-11-01,149.45,2015,OECD coicop1999
DEU,energy,2025-12-01,148.84,2015,OECD coicop1999
DEU,energy,2026-01-01,145.5867,2015,OECD coicop1999
DEU,energy,2026-02-01,144.9767,2015,OECD coicop1999
DEU,energy,2026-03-01,148.1283,2015,OECD coicop1999
DEU,energy,2026-04-01,148.84,2015,OECD coicop1999
DEU,energy,2026-05-01,147.7217,2015,OECD coicop1999
DEU,energy,2026-06-01,146.6033,2015,OECD coicop1999
DEU,energy,2026-07-01,147.2133,2015,OECD coicop1999
DEU,energy,2026-08-01,148.0267,2015,OECD coicop1999
DEU,food,2014-01-01,100.3806,2015,OECD coicop1999
DEU,food,2014-02-01,100.2915,2015,OECD coicop1999
DEU,food,2014-03-01,99.93489,2015,OECD coicop1999
DEU,food,2014-04-01,99.57829,2015,OECD coicop1999
DEU,food,2014-05-01,99.4,2015,OECD coicop1999
DEU,food,2014-06-01,99.31085,2015,OECD coicop1999
DEU,food,2014-07-01,99.31085,2015,OECD coicop1999
DEU,food,2014-08-01,98.86511,2015,OECD coicop1999
DEU,food,2014-09-01,99.04341,2015,OECD coicop1999
DEU,food,2014-10-01,99.04341,2015,OECD coicop1999
DEU,food,2014-11-01,98.68681,2015,OECD coicop1999
DEU,food,2014-12-01,99.04341,2015,OECD coicop1999
DEU,food,2015-01-01,99.4,2015,OECD coicop1999
DEU,food,2015-02-01,100.2,2015,OECD coicop1999
DEU,food,2015-03-01,100.2,2015,OECD coicop1999
DEU,food,2015-04-01,100.9,2015,OECD coicop1999
DEU,food,2015-05-01,100.8,2015,OECD coicop1999
DEU,food,2015-06-01,100.2,2015,OECD coicop1999
DEU,food,2015-07-01,99.5,2015,OECD coicop1999
DEU,food,2015-08-01,99.2,2015,OECD coicop1999
DEU,food,2015-09-01,99.7,2015,OECD coicop1999
DEU,food,2015-10-01,100.0,2015,OECD coicop1999
DEU,food,2015-11-01,100.1,2015,OECD coicop1999
DEU,food,2015-12-01,99.8,2015,OECD coicop1999
DEU,food,2016-01-01,100.0,2015,OECD coicop1999
DEU,food,2016-02-01,100.7,2015,OECD coicop1999
DEU,food,2016-03-01,101.1,2015,OECD coicop1999
DEU,food,2016-04-01,101.4,2015,OECD coicop1999
DEU,food,2016-05-01,100.7,2015,OECD coicop1999
DEU,food,2016-06-01,100.3,2015,OECD coicop1999
DEU,food,2016-07-01,100.7,2015,OECD coicop1999
DEU,food,2016-08-01,100.2,2015,OECD coicop1999
DEU,food,2016-09-01,100.4,2015,OECD coicop1999
DEU,food,2016-10-01,100.4,2015,OECD coicop1999
DEU,food,2016-11-01,101.5,2015,OECD coicop1999
DEU,food,2016-12-01,102.3,2015,OECD coicop1999
DEU,food,2017-01-01,103.2,2015,OECD coicop1999
DEU,food,2017-02-01,105.2,2015,OECD coicop1999
DEU,food,2017-03-01,103.4,2015,OECD coicop1999
DEU,food,2017-04-01,102.9,2015,OECD coicop1999
DEU,food,2017-05-01,102.9,2015,OECD coicop1999
DEU,food,2017-06-01,102.7,2015,OECD coicop1999
DEU,food,2017-07-01,103.0,2015,OECD coicop1999
DEU,food,2017-08-01,102.9,2015,OECD coicop1999
DEU,food,2017-09-01,103.4,2015,OECD coicop1999
DEU,food,2017-10-01,104.2,2015,OECD coicop1999
DEU,food,2017-11-01,104.3,2015,OECD coicop1999
DEU,food,2017-12-01,105.0,2015,OECD coicop1999
DEU,food,2018-01-01,105.9,2015,OECD coicop1999
DEU,food,2018-02-01,105.8,2015,OECD coicop1999
DEU,food,2018-03-01,106.1,2015,OECD coicop1999
DEU,food,2018-04-01,106.1,2015,OECD coicop1999
DEU,food,2018-05-01,106.2,2015,OECD coicop1999
DEU,food,2018-06-01,106.1,2015,OECD coicop1999
DEU,food,2018-07-01,105.6,2015,OECD coicop1999
DEU,food,2018-08-01,105.3,2015,OECD coicop1999
DEU,food,2018-09-01,106.3,2015,OECD coicop1999
DEU,food,2018-10-01,106.1,2015,OECD coicop1999
DEU,food,2018-11-01,105.9,2015,OECD coicop1999
DEU,food,2018-12-01,106.1,2015,OECD coicop1999
DEU,food,2019-01-01,106.6,2015,OECD coicop1999
DEU,food,2019-02-01,107.2,2015,OECD coicop1999
DEU,food,2019-03-01,106.6,2015,OECD coicop1999
DEU,food,2019-04-01,106.6,2015,OECD coicop1999
DEU,food,2019-05-01,107.1,2015,OECD coicop1999
DEU,food,2019-06-01,107.2,2015,OECD coicop1999
DEU,food,2019-07-01,107.5,2015,OECD coicop1999
DEU,food,2019-08-01,107.7,2015,OECD coicop1999
DEU,food,2019-09-01,107.5,2015,OECD coicop1999
DEU,food,2019-10-01,107.1,2015,OECD coicop1999
DEU,food,2019-11-01,107.6,2015,OECD coicop1999
DEU,food,2019-12-01,108.1,2015,OECD coicop1999
DEU,food,2020-01-01,109.2,2015,OECD coicop1999
DEU,food,2020-02-01,110.6239,2015,OECD coicop1999
DEU,food,2020-03-01,110.5143,2015,OECD coicop1999
DEU,food,2020-04-01,111.6096,2015,OECD coicop1999
DEU,food,2020-05-01,111.5001,2015,OECD coicop1999
DEU,food,2020-06-01,111.281,2015,OECD coicop1999
DEU,food,2020-07-01,108.3238,2015,OECD coicop1999
DEU,food,2020-08-01,108.1047,2015,OECD coicop1999
DEU,food,2020-09-01,107.8857,2015,OECD coicop1999
DEU,food,2020-10-01,108.2142,2015,OECD coicop1999
DEU,food,2020-11-01,108.7619,2015,OECD coicop1999
DEU,food,2020-12-01,108.3238,2015,OECD coicop1999
DEU,food,2021-01-01,111.1715,2015,OECD coicop1999
DEU,food,2021-02-01,112.1573,2015,OECD coicop1999
DEU,food,2021-03-01,112.2668,2015,OECD coicop1999
DEU,food,2021-04-01,113.6907,2015,OECD coicop1999
DEU,food,2021-05-01,113.0335,2015,OECD coicop1999
DEU,food,2021-06-01,112.4859,2015,OECD coicop1999
DEU,food,2021-07-01,112.924,2015,OECD coicop1999
DEU,food,2021-08-01,112.924,2015,OECD coicop1999
DEU,food,2021-09-01,112.924,2015,OECD coicop1999
DEU,food,2021-10-01,112.924,2015,OECD coicop1999
DEU,food,2021-11-01,113.6907,2015,OECD coicop1999
DEU,food,2021-12-01,114.786,2015,OECD coicop1999
DEU,food,2022-01-01,116.6479,2015,OECD coicop1999
DEU,food,2022-02-01,117.8528,2015,OECD coicop1999
DEU,food,2022-03-01,118.8385,2015,OECD coicop1999
DEU,food,2022-04-01,122.672,2015,OECD coicop1999
DEU,food,2022-05-01,124.8626,2015,OECD coicop1999
DEU,food,2022-06-01,125.9579,2015,OECD coicop1999
DEU,food,2022-07-01,128.477,2015,OECD coicop1999
DEU,food,2022-08-01,130.2295,2015,OECD coicop1999
DEU,food,2022-09-01,132.5296,2015,OECD coicop1999
DEU,food,2022-10-01,134.282,2015,OECD coicop1999
DEU,food,2022-11-01,135.8154,2015,OECD coicop1999
DEU,food,2022-12-01,137.0203,2015,OECD coicop1999
DEU,food,2023-01-01,139.1013,2015,OECD coicop1999
DEU,food,2023-02-01,142.2776,2015,OECD coicop1999
DEU,food,2023-03-01,144.0301,2015,OECD coicop1999
DEU,food,2023-04-01,143.2634,2015,OECD coicop1999
DEU,food,2023-05-01,142.9348,2015,OECD coicop1999
DEU,food,2023-06-01,142.8253,2015,OECD coicop1999
DEU,food,2023-07-01,142.4967,2015,OECD coicop1999
DEU,food,2023-08-01,142.0586,2015,OECD coicop1999
DEU,food,2023-09-01,142.7157,2015,OECD coicop1999
DEU,food,2023-10-01,142.8253,2015,OECD coicop1999
DEU,food,2023-11-01,143.7015,2015,OECD coicop1999
DEU,food,2023-12-01,143.7015,2015,OECD coicop1999
DEU,food,2024-01-01,144.9063,2015,OECD coicop1999
DEU,food,2024-02-01,144.5777,2015,OECD coicop1999
DEU,food,2024-03-01,144.2491,2015,OECD coicop1999
DEU,food,2024-04-01,144.7968,2015,OECD coicop1999
DEU,food,2024-05-01,144.6873,2015,OECD coicop1999
DEU,food,2024-06-01,144.9063,2015,OECD coicop1999
DEU,food,2024-07-01,145.1254,2015,OECD coicop1999
DEU,food,2024-08-01,145.0159,2015,OECD coicop1999
DEU,food,2024-09-01,145.673,2015,OECD coicop1999
DEU,food,2024-10-01,146.8778,2015,OECD coicop1999
DEU,food,2024-11-01,147.2064,2015,OECD coicop1999
DEU,food,2024-12-01,147.4255,2015,OECD coicop1999
DEU,food,2025-01-01,146.9874,2015,OECD coicop1999
DEU,food,2025-02-01,148.6303,2015,OECD coicop1999
DEU,food,2025-03-01,149.1779,2015,OECD coicop1999
DEU,food,2025-04-01,149.5065,2015,OECD coicop1999
DEU,food,2025-05-01,149.5065,2015,OECD coicop1999
DEU,food,2025-06-01,148.8493,2015,OECD coicop1999
DEU,food,2025-07-01,149.1779,2015,OECD coicop1999
DEU,food,2025-08-01,149.616,2015,OECD coicop1999
DEU,food,2025-09-01,149.8351,2015,OECD coicop1999
DEU,food,2025-10-01,149.8351,2015,OECD coicop1999
DEU,food,2025-11-01,149.8351,2015,OECD coicop1999
DEU,food,2025-12-01,149.5065,2015,OECD coicop1999
DEU,food,2026-01-01,150.8209,2015,OECD coicop1999
DEU,food,2026-02-01,150.9304,2015,OECD coicop1999
DEU,food,2026-03-01,151.1494,2015,OECD coicop1999
DEU,food,2026-04-01,151.8066,2015,OECD coicop1999
DEU,food,2026-05-01,150.6018,2015,OECD coicop1999
DEU,food,2026-06-01,149.7256,2015,OECD coicop1999
DEU,food,2026-07-01,149.8351,2015,OECD coicop1999
DEU,food,2026-08-01,149.7256,2015,OECD coicop1999
